"Name","Price","Day Price Change","Change %","Volume","P/E Ratio","Market Cap (Cr.)","SMA (5)","FII Holding","Supertrend (15 Min)","High Price (15 Min)","EMA (20, 15 Min)","Open Price","Stochastic RSI (14)","Previous Volume"
"One 97 Communications","1,320.60","52.60","4.15%","1,02,67,401.00","270.99","80,982.50","1,295.28","51.70","1,290.96","1,323.00","1,315.19","1,310.00","22.38","20,55,596.00"
